carat,cut,color,clarity,depth,table,price
0.89,Premium,H,VS1,60.5,59.0,3489
0.33,Ideal,E,VVS1,61.7,56.0,984
1.0,Ideal,F,SI1,62.0,55.0,5239
0.31,Ideal,G,VVS2,62.2,53.0,647
0.54,Ideal,D,VS2,61.8,56.0,1892
0.3,Premium,G,SI1,61.4,57.0,574
1.01,Premium,G,SI1,60.2,59.0,5232
0.41,Ideal,D,SI1,62.6,57.0,791
0.32,Ideal,E,VS2,62.2,55.0,702
0.33,Ideal,F,VS2,62.3,56.0,854
0.7,Good,D,VVS1,59.2,59.0,4198
0.38,Ideal,E,SI1,61.4,57.0,653
1.0,Ideal,J,VS1,62.3,56.0,4144
0.31,Premium,H,VS2,60.0,60.0,628
0.7,Very Good,E,VS1,62.2,57.0,3063
0.27,Ideal,F,IF,61.3,57.0,760
1.2,Ideal,I,VS2,61.1,58.0,6303
1.52,Ideal,F,SI2,61.2,57.0,9057
0.53,Ideal,D,VS2,61.2,55.0,1956
0.9,Premium,H,VS2,61.7,59.0,4191
0.51,Ideal,D,VS1,61.7,54.0,1752
0.32,Ideal,F,VS2,61.5,55.0,645
0.73,Ideal,G,SI1,60.9,57.0,3089
0.42,Very Good,H,VVS1,60.9,62.0,1026
0.96,Ideal,G,SI1,62.6,57.0,4355
0.36,Ideal,D,SI1,61.3,56.0,636
0.32,Premium,E,SI1,60.4,61.0,672
0.55,Premium,D,VS2,61.3,60.0,2030
0.5,Very Good,F,VVS2,60.8,59.0,1915
1.21,Premium,D,SI2,62.5,57.0,6505
0.71,Very Good,G,VS2,62.1,58.0,2649
0.39,Ideal,F,VS2,59.2,58.0,862
0.32,Ideal,G,VS2,62.1,56.0,524
0.31,Premium,E,SI1,63.0,58.0,651
1.09,Ideal,G,VS2,60.9,57.0,6617
0.71,Good,E,VS2,59.2,61.0,2772
0.72,Very Good,E,VVS1,61.2,58.0,3903
1.53,Ideal,I,SI1,62.3,56.0,9315
0.51,Ideal,D,VS2,61.9,57.0,1882
1.22,Ideal,F,VS1,62.6,55.0,9756
0.7,Premium,H,SI2,60.2,61.0,2184
1.07,Very Good,E,SI1,60.4,63.0,4314
1.5,Very Good,D,SI2,59.8,63.0,9959
1.03,Good,D,SI1,64.3,58.0,4441
1.03,Ideal,F,VS2,59.1,55.0,6543
1.17,Ideal,G,VS1,61.7,57.0,9326
0.27,Very Good,E,VVS2,61.7,58.0,620
0.47,Very Good,I,VS2,63.2,56.0,935
0.67,Premium,F,VS2,62.5,59.0,2211
0.31,Very Good,D,SI1,60.4,60.0,507
0.58,Ideal,D,VVS2,63.0,56.0,2421
0.34,Premium,G,VS2,61.0,58.0,596
0.9,Fair,G,SI2,64.5,56.0,2858
0.42,Premium,E,SI2,60.1,58.0,838
0.3,Very Good,D,VVS2,63.0,56.0,754
0.41,Premium,E,SI1,62.4,58.0,755
0.5,Ideal,G,VVS2,62.1,55.0,1935
1.51,Premium,J,SI2,59.7,62.0,5327
0.28,Ideal,E,VVS1,62.0,56.0,646
0.7,Very Good,E,SI1,63.9,57.0,3173
0.62,Very Good,D,VS1,63.4,55.0,2310
1.2,Very Good,D,SI1,60.7,58.0,7191
0.31,Ideal,H,VS2,62.2,55.0,489
1.02,Very Good,F,VVS2,63.7,59.0,9728
0.6,Premium,E,SI1,61.9,58.0,1830
0.42,Ideal,F,SI2,62.1,56.0,851
1.25,Ideal,I,SI2,62.0,57.0,5259
0.97,Premium,F,SI1,59.9,59.0,4810
1.07,Ideal,G,VVS2,61.9,56.0,9169
0.91,Premium,F,SI1,61.7,59.0,4036
0.3,Ideal,D,SI2,60.2,56.0,447
0.41,Ideal,F,SI1,60.5,56.0,909
0.74,Ideal,H,SI2,62.1,57.0,2327
0.41,Very Good,F,VS1,62.1,60.0,889
0.41,Ideal,F,VVS2,61.4,56.0,1115
0.81,Ideal,E,SI2,61.0,56.0,3015
0.41,Ideal,F,VS2,61.5,56.0,1322
0.37,Very Good,E,VS2,59.5,59.0,811
0.32,Premium,E,VS2,62.6,58.0,900
0.52,Ideal,E,VS2,61.0,57.0,1767
1.0,Premium,H,SI1,62.7,60.0,4469
1.5,Premium,H,SI2,61.5,58.0,6132
0.5,Ideal,E,VS2,62.2,55.0,1746
1.2,Premium,H,SI2,62.3,58.0,5376
0.35,Ideal,H,IF,61.7,54.0,1103
1.27,Very Good,H,SI2,63.1,57.0,4978
0.31,Ideal,G,IF,61.9,54.0,891
0.7,Very Good,E,SI1,62.8,56.0,2239
1.53,Ideal,I,VS2,61.8,57.0,9853
0.26,Very Good,F,VVS1,61.3,58.0,562
0.33,Premium,G,VS2,62.1,56.0,743
0.31,Premium,H,VS2,62.2,59.0,628
0.25,Very Good,D,VVS2,62.0,61.0,548
0.93,Premium,D,SI1,60.8,60.0,3812
0.3,Ideal,D,VVS2,61.5,55.0,1041
1.23,Very Good,I,VS2,59.7,58.0,5789
0.57,Very Good,G,SI1,63.4,57.0,1369
0.5,Good,D,SI1,64.1,56.0,1190
1.24,Very Good,G,VS2,61.5,58.0,7660
0.32,Ideal,G,VVS2,62.1,57.0,730
0.54,Ideal,D,VS2,61.1,57.0,1892
1.12,Premium,G,SI2,60.8,55.0,4798
0.36,Premium,E,VS1,61.5,59.0,727
0.53,Ideal,H,SI1,61.1,55.0,1245
1.5,Ideal,H,SI2,62.4,57.0,9104
0.3,Ideal,H,VVS2,61.5,56.0,605
0.32,Ideal,H,SI1,60.6,57.0,576
0.42,Premium,F,SI1,60.8,58.0,773
0.28,Ideal,G,IF,62.4,55.0,650
0.3,Very Good,E,VVS2,61.4,60.0,789
0.55,Premium,D,SI1,61.0,58.0,1692
0.3,Ideal,H,IF,61.5,58.0,764
0.32,Very Good,F,VS2,61.0,61.0,645
1.01,Premium,F,SI2,61.8,56.0,4257
0.71,Premium,G,VS1,62.4,61.0,2803
1.0,Premium,F,SI2,59.9,61.0,4333
0.38,Premium,F,VS2,61.9,59.0,1026
0.5,Premium,F,VS1,59.9,61.0,1666
1.5,Premium,G,SI2,60.7,61.0,8736
0.31,Premium,G,SI2,60.3,59.0,408
1.23,Ideal,F,SI2,62.3,58.0,5894
0.3,Ideal,G,VVS1,62.2,57.0,764
0.73,Very Good,I,VVS2,62.3,58.0,2565
0.54,Premium,F,VS2,61.8,58.0,1662
0.31,Ideal,D,SI1,61.7,57.0,732
0.5,Ideal,G,VVS1,62.7,57.0,2070
0.7,Very Good,G,IF,63.0,59.0,3725
0.31,Ideal,G,VS2,61.6,55.0,698
0.39,Ideal,E,VS1,62.2,55.0,948
1.01,Premium,G,VVS2,63.0,59.0,7366
0.33,Ideal,I,IF,61.8,55.0,694
0.31,Ideal,J,VVS1,62.4,54.0,461
0.51,Good,G,VVS2,63.7,54.0,1800
1.1,Premium,E,SI1,62.9,58.0,5773
1.07,Ideal,H,SI2,59.2,57.0,4434
0.54,Ideal,H,VS1,60.9,55.0,1762
0.42,Ideal,D,VS2,62.2,55.0,1103
0.41,Premium,E,SI1,60.1,60.0,969
0.28,Premium,E,VVS1,61.1,60.0,828
0.41,Ideal,E,SI1,61.4,57.0,904
1.32,Ideal,J,VS2,62.3,57.0,6288
0.84,Ideal,J,VS2,61.1,57.0,2709
1.01,Very Good,F,SI1,62.7,57.0,5174
0.43,Ideal,D,VS1,61.9,55.0,1207
1.02,Ideal,G,SI2,62.3,56.0,3204
1.09,Premium,H,VS2,62.3,57.0,5993
1.06,Premium,E,SI2,60.5,60.0,4737
1.09,Ideal,D,SI2,61.3,57.0,5267
0.35,Ideal,F,VS2,62.2,55.0,706
0.36,Ideal,I,IF,61.9,54.0,735
0.41,Ideal,H,SI1,61.7,56.0,1056
1.21,Very Good,G,VS2,62.3,58.0,7568
0.3,Premium,H,VVS1,61.3,58.0,593
0.57,Ideal,G,VS2,61.8,57.0,1728
0.47,Ideal,E,VS1,61.5,55.0,1400
0.55,Ideal,G,VS2,61.2,55.0,1833
0.72,Premium,F,SI1,59.3,59.0,2360
0.38,Ideal,F,IF,62.2,55.0,1397
0.42,Ideal,D,VVS2,61.7,57.0,1210
0.39,Ideal,F,SI1,61.8,55.0,886
0.55,Ideal,D,VS2,62.3,55.0,2030
0.59,Very Good,F,SI2,63.4,57.0,1301
1.07,Very Good,F,VVS1,60.2,58.0,9808
0.77,Premium,F,VS1,60.9,60.0,2859
0.5,Ideal,F,VS1,61.6,57.0,1695
1.34,Very Good,F,VS1,59.7,60.0,10771
0.31,Premium,F,VS2,62.3,60.0,802
1.2,Fair,F,SI2,63.4,60.0,5445
0.61,Very Good,E,IF,61.7,58.0,3337
0.56,Premium,D,SI1,60.8,60.0,1723
0.41,Premium,G,SI1,59.1,58.0,923
1.16,Very Good,G,SI1,60.5,60.0,5372
0.7,Good,G,VS2,62.6,61.0,2699
0.54,Ideal,G,VVS1,62.2,56.0,2123
0.36,Ideal,D,SI1,60.3,56.0,663
1.08,Ideal,E,VVS2,61.8,56.0,10313
0.31,Ideal,D,SI1,62.4,53.0,732
0.51,Ideal,G,VVS2,61.3,57.0,1974
0.5,Ideal,D,VS2,62.3,55.0,1752
0.4,Premium,F,VS2,62.1,58.0,842
0.7,Ideal,E,SI1,61.7,55.0,2745
0.82,Very Good,H,SI1,60.7,56.0,2836
0.32,Ideal,D,SI1,61.4,57.0,589
1.11,Ideal,I,SI2,61.6,54.0,4428
1.7,Premium,I,VS2,61.3,59.0,9330
0.91,Good,G,VS2,63.6,58.0,4183
0.9,Premium,G,VS2,60.0,59.0,4424
0.72,Ideal,G,VVS2,61.6,55.0,3002
0.92,Premium,E,VS2,61.2,62.0,4600
0.75,Ideal,D,VS1,62.4,54.0,3696
0.31,Premium,E,VVS2,60.5,57.0,837
0.72,Ideal,J,VVS1,62.4,58.0,2139
1.22,Ideal,F,SI1,62.8,55.0,6456
0.4,Good,J,VS2,64.0,57.0,765
0.52,Premium,F,SI2,62.7,57.0,1073
0.71,Good,F,IF,62.1,62.0,3393
0.39,Premium,F,VVS1,62.7,57.0,1290
0.62,Ideal,F,VS1,61.9,55.0,2344
0.43,Ideal,E,VS2,62.8,56.0,1048
0.4,Premium,F,VS1,62.4,59.0,982
0.71,Very Good,F,SI2,59.5,58.0,2129
1.0,Good,E,SI1,63.2,57.0,5299
0.36,Premium,E,VS2,60.3,59.0,1013
1.0,Premium,D,VVS2,63.0,59.0,9918
0.23,Very Good,E,VVS2,61.9,57.0,505
0.9,Very Good,I,VS2,62.1,61.0,3535
0.55,Ideal,G,SI2,62.1,57.0,1240
0.3,Ideal,F,VVS2,61.6,55.0,751
0.83,Premium,F,VS2,61.9,58.0,3408
0.38,Premium,E,VVS1,61.9,58.0,1267
1.03,Ideal,F,SI2,60.5,58.0,4586
0.53,Ideal,E,VVS2,61.8,55.0,2433
0.7,Very Good,F,VS1,60.1,58.0,2959
0.75,Very Good,F,VS1,62.3,57.0,3270
1.19,Ideal,D,SI2,60.4,55.0,5504
0.79,Ideal,I,VS2,60.9,56.0,3710
0.27,Very Good,E,VVS1,60.9,59.0,620
1.14,Ideal,G,SI2,63.0,57.0,4558
0.71,Ideal,F,I1,60.1,57.0,1761
1.59,Ideal,G,VS2,61.8,56.0,9794
0.25,Very Good,E,VS2,63.3,60.0,404
0.95,Very Good,G,VS1,59.9,58.0,5572
0.4,Very Good,F,VVS1,61.9,57.0,1263
0.43,Very Good,E,SI1,63.4,56.0,894
0.51,Ideal,G,IF,62.4,54.0,2096
0.51,Ideal,D,VS2,61.2,55.0,1882
0.72,Ideal,H,VS2,61.7,57.0,2594
0.74,Ideal,E,SI2,60.9,57.0,2594
1.21,Ideal,H,SI1,61.1,57.0,6180
0.41,Ideal,H,VVS1,61.4,56.0,1115
1.09,Ideal,G,SI1,62.2,56.0,5022
0.54,Ideal,G,SI1,61.2,58.0,1404
1.22,Ideal,H,VS2,61.4,57.0,6947
0.56,Ideal,G,IF,61.8,56.0,2442
1.23,Premium,G,VS2,61.6,58.0,5654
0.91,Ideal,I,VS2,61.6,55.0,4317
0.34,Ideal,G,VVS1,61.9,54.0,863
0.71,Ideal,D,VS1,62.5,57.0,3090
0.41,Ideal,E,SI1,62.7,57.0,969
1.16,Ideal,D,SI1,62.0,56.0,5805
0.36,Very Good,D,SI2,63.0,59.0,501
0.81,Ideal,F,VS1,62.3,55.0,4412
1.01,Ideal,E,VVS1,62.2,57.0,10887
0.31,Premium,G,VS2,62.6,57.0,698
0.74,Ideal,G,SI2,62.7,56.0,2423
1.08,Premium,F,VS2,62.1,59.0,7501
0.31,Ideal,D,VS2,61.2,55.0,734
0.35,Ideal,E,VVS1,60.7,57.0,1116
0.7,Ideal,H,VS1,61.9,55.0,2484
1.01,Ideal,F,VS2,61.6,56.0,7229
0.74,Premium,E,SI2,59.0,55.0,2447
0.31,Premium,G,SI1,62.1,58.0,462
0.74,Ideal,H,VVS1,61.1,56.0,3804
0.91,Very Good,H,SI2,63.3,58.0,3756
1.01,Very Good,E,SI1,63.1,57.0,5085
1.51,Good,F,SI2,63.4,57.0,9301
1.0,Premium,E,VS2,60.4,57.0,6720
0.78,Premium,E,VS1,62.5,57.0,3444
0.32,Premium,E,SI1,61.6,56.0,720
0.33,Ideal,E,VS2,62.3,57.0,723
1.01,Ideal,E,VVS2,61.4,56.0,10283
1.1,Ideal,I,SI1,61.6,55.0,5199
1.54,Premium,H,I1,62.0,60.0,5071
1.35,Ideal,J,SI1,61.0,55.0,4423
0.51,Ideal,E,VVS2,62.5,57.0,2301
0.31,Ideal,G,SI1,61.6,55.0,563
1.69,Premium,I,I1,62.4,60.0,6436
1.01,Very Good,F,SI2,62.7,55.0,4853
1.53,Ideal,I,VS1,62.9,57.0,7968
0.39,Premium,G,VS2,60.9,59.0,1009
0.7,Fair,D,SI2,64.5,60.0,2167
0.55,Ideal,E,VS2,59.3,57.0,1643
1.01,Premium,G,SI2,60.1,59.0,4154
1.15,Ideal,I,SI1,61.9,56.0,6300
0.57,Very Good,F,VVS2,62.6,58.0,2290
0.3,Ideal,H,VS2,61.4,55.0,491
1.21,Premium,H,SI2,60.9,61.0,5218
0.42,Ideal,I,VVS1,62.0,55.0,945
0.59,Very Good,J,VS2,60.8,56.6,1257
1.26,Very Good,G,SI1,63.2,61.0,7000
0.31,Ideal,D,VS1,61.9,53.0,774
0.7,Very Good,I,SI1,63.2,59.0,1890
0.25,Very Good,F,VS1,62.1,58.0,436
1.01,Ideal,H,VS2,62.7,57.0,5306
1.04,Ideal,F,VVS2,61.6,57.0,10804
1.01,Ideal,H,SI1,62.7,56.0,5457
1.08,Premium,J,SI1,61.0,60.0,4098
0.57,Very Good,F,SI1,62.6,58.0,1403
0.54,Ideal,H,VS1,61.5,56.0,1637
0.55,Ideal,E,VS2,59.8,57.0,1715
0.6,Ideal,I,SI2,61.9,55.0,1182
1.01,Ideal,I,SI1,61.9,59.0,4638
0.5,Ideal,J,VS2,62.5,53.0,915
1.0,Very Good,H,VS2,63.0,59.0,4842
0.31,Ideal,D,SI1,62.2,55.0,732
0.76,Very Good,I,VS1,59.8,61.0,2530
1.1,Ideal,G,VS2,60.0,57.0,6653
1.01,Very Good,J,SI1,61.3,57.0,4153
0.72,Ideal,H,SI1,62.0,57.0,2361
1.5,Very Good,I,VS2,60.8,58.0,9804
1.0,Premium,F,SI1,60.7,60.0,5292
0.33,Premium,E,SI1,59.1,58.0,743
1.01,Ideal,G,VVS1,61.1,56.0,8647
0.71,Very Good,F,VS2,60.6,58.0,2697
1.01,Premium,E,SI1,61.7,56.0,4330
1.32,Very Good,H,SI2,63.0,59.0,6085
1.01,Ideal,J,SI1,62.1,54.0,3207
0.31,Premium,G,VVS1,62.6,61.0,1046
0.51,Good,E,SI1,63.6,58.0,1434
0.52,Premium,D,SI1,59.7,60.0,1344
0.51,Very Good,H,VS1,60.7,56.0,1628
0.35,Premium,E,VS2,59.2,58.0,984
0.9,Premium,H,SI2,62.4,61.0,3105
0.32,Good,E,SI1,62.5,61.0,564
0.32,Ideal,G,VS2,59.8,57.0,720
0.7,Very Good,D,VS2,60.7,58.0,3092
0.41,Premium,F,VS2,61.3,58.0,863
0.3,Premium,E,VS2,62.6,62.0,788
1.02,Ideal,F,SI2,61.4,56.0,4578
1.0,Very Good,E,SI2,63.3,55.0,4390
0.3,Ideal,H,SI1,62.6,53.1,475
0.9,Premium,H,VS2,60.4,59.0,4246
0.76,Ideal,D,VS1,61.3,57.0,4229
0.32,Ideal,I,SI1,61.2,56.0,450
1.02,Ideal,G,VS1,61.3,57.0,7324
0.4,Good,D,SI2,63.9,53.0,798
1.01,Very Good,F,SI2,61.0,60.0,5067
0.27,Very Good,G,IF,60.8,57.0,566
0.35,Ideal,G,IF,61.1,56.0,1044
0.91,Ideal,F,SI2,61.7,55.0,3196
0.34,Ideal,E,VVS1,62.1,57.0,1014
1.02,Ideal,E,SI1,60.4,55.0,5278
0.41,Ideal,G,VS1,60.8,57.0,961
0.4,Ideal,D,VS2,60.4,56.0,982
0.53,Ideal,D,VVS1,62.0,57.0,2732
0.72,Ideal,F,VVS2,60.9,56.0,3780
0.73,Very Good,G,VS2,62.1,59.0,2966
1.29,Ideal,H,SI2,62.1,57.0,5926
1.02,Very Good,F,SI1,63.0,58.0,4594
0.41,Ideal,G,VVS1,61.6,57.0,1055
1.01,Good,I,VS1,63.8,57.0,4016
1.01,Ideal,G,VS1,61.2,57.0,6618
1.28,Premium,G,VS2,62.2,59.0,9032
0.72,Fair,G,VS2,64.6,55.0,2306
1.52,Premium,E,SI2,62.0,62.0,8810
0.41,Ideal,D,SI1,61.4,56.0,791
1.0,Ideal,H,SI1,61.4,55.0,4469
0.31,Ideal,H,VS1,61.1,57.0,698
0.7,Good,H,SI2,61.5,63.0,1899
0.37,Premium,E,VS2,61.1,57.0,1041
1.63,Ideal,H,SI2,62.4,57.0,7923
0.7,Ideal,H,VVS2,62.5,56.0,2693
0.7,Premium,I,VS1,62.9,61.0,2234
0.91,Very Good,H,VS2,63.1,59.0,3853
0.36,Premium,F,VS2,60.5,60.0,726
0.38,Ideal,F,VVS2,62.0,54.1,1010
1.5,Premium,I,SI1,61.8,58.0,8580
0.33,Ideal,E,VS2,62.1,56.0,723
1.02,Premium,H,SI2,61.3,57.0,3713
1.21,Ideal,G,VS2,61.2,57.0,7792
0.3,Ideal,H,VVS2,60.4,56.0,605
1.0,Premium,E,SI2,59.1,61.0,4077
0.61,Very Good,D,SI1,62.4,59.0,1622
0.41,Premium,G,VVS2,61.6,56.0,1076
1.04,Ideal,F,SI1,61.4,59.0,5220
0.29,Very Good,G,VVS1,61.5,57.0,607
0.59,Ideal,G,SI1,61.5,57.0,1437
1.02,Very Good,I,SI2,62.6,56.0,4084
0.71,Very Good,H,VS1,63.9,60.0,2562
0.35,Ideal,E,VS2,62.1,56.0,984
0.7,Ideal,F,SI1,61.7,54.0,2662
0.5,Very Good,F,SI1,61.4,57.0,1295
0.3,Very Good,G,VS1,60.8,56.0,585
0.57,Ideal,F,VVS1,61.9,54.8,2339
1.01,Premium,D,SI2,61.7,57.0,5006
1.0,Premium,F,VS2,60.6,59.0,5718
1.5,Premium,E,SI1,61.3,59.0,10819
0.56,Ideal,D,VS2,60.6,56.0,1963
0.52,Premium,G,VS1,61.7,56.0,1815
0.76,Very Good,E,SI1,60.4,58.0,3261
1.1,Premium,G,VS2,59.6,60.0,6121
0.3,Good,G,SI1,63.8,56.0,574
0.58,Premium,F,VS2,61.9,57.0,2036
1.03,Good,G,SI1,63.2,58.0,4679
1.3,Very Good,G,VS1,62.5,58.0,10654
1.52,Good,H,SI1,63.8,60.0,9898
0.31,Ideal,D,SI1,62.9,56.0,732
0.91,Premium,H,VVS1,62.5,59.0,4944
0.72,Ideal,E,VS2,62.8,57.0,2835
0.5,Ideal,H,SI1,61.3,56.0,1666
0.7,Fair,G,I1,60.4,58.0,1069
0.45,Premium,E,VS1,60.8,60.0,1282
0.69,Good,I,VS1,61.6,61.9,1846
0.9,Very Good,I,SI2,60.5,56.0,3464
0.51,Very Good,E,SI1,63.2,61.0,1443
0.3,Premium,H,SI1,59.5,62.0,540
0.31,Ideal,G,VS1,61.0,55.0,625
1.53,Premium,H,SI1,62.4,60.0,8365
0.54,Very Good,H,SI1,61.7,54.0,1065
1.01,Ideal,G,VS1,61.3,56.0,5294
0.58,Good,E,VS2,63.1,56.0,1758
0.42,Very Good,D,VS1,60.6,58.0,1009
0.41,Premium,G,VS1,62.1,60.0,899
0.91,Very Good,G,VS2,59.5,58.0,4316
0.32,Premium,F,VS2,60.7,58.0,828
0.53,Very Good,G,VS1,60.9,56.0,1636
0.9,Good,E,SI2,64.1,57.0,3084
0.37,Premium,D,VVS1,61.4,58.0,1142
0.24,Very Good,F,VS2,62.9,58.0,419
0.71,Very Good,D,SI2,59.6,63.0,1758
0.55,Very Good,D,VVS2,61.3,57.0,2585
0.56,Premium,D,SI1,61.9,58.0,1723
0.35,Ideal,D,SI2,61.8,57.0,669
1.01,Very Good,E,VS2,62.9,58.0,6666
1.18,Premium,G,VS2,62.3,62.0,7137
0.31,Very Good,E,VS2,62.9,57.0,680
0.36,Ideal,D,VVS2,61.0,56.0,1126
0.9,Ideal,D,SI2,62.3,57.0,3871
0.3,Ideal,F,IF,62.3,55.0,886
0.72,Ideal,D,SI2,62.3,57.0,2457
0.7,Very Good,E,SI1,61.5,56.0,2239
0.32,Ideal,H,VS2,62.2,57.0,648
0.94,Premium,F,SI2,62.2,59.0,4230
0.31,Premium,H,VVS1,61.8,58.0,907
0.72,Good,D,VS1,63.3,55.0,3570
1.16,Ideal,G,VS2,62.3,57.0,7074
0.41,Good,E,SI1,63.6,58.0,705
0.9,Very Good,F,SI1,62.3,55.0,3950
1.09,Ideal,E,VS2,61.2,56.0,7443
0.8,Premium,H,SI1,61.5,58.0,2760
1.52,Ideal,H,I1,61.6,56.0,6793
0.36,Ideal,G,IF,62.2,53.0,1029
0.5,Premium,F,VS1,61.3,59.0,1710
0.78,Ideal,D,SI2,61.3,56.0,2722
1.2,Premium,E,SI1,60.3,57.0,7362
0.41,Good,H,VVS1,62.6,62.0,892
1.47,Premium,J,VS2,61.5,58.0,7203
0.3,Ideal,D,VVS1,61.9,57.0,905
1.54,Premium,G,SI2,61.6,58.0,7287
1.14,Ideal,H,VS2,62.0,55.0,7059
0.71,Ideal,G,VVS2,62.5,58.0,2978
0.72,Premium,I,SI1,62.0,52.0,1922
0.31,Ideal,F,VS2,60.8,57.0,802
0.82,Premium,I,SI1,62.6,57.0,2405
0.91,Very Good,E,VS1,62.8,60.0,5057
0.31,Good,G,VVS2,63.8,56.0,907
1.7,Very Good,J,VS2,63.2,58.0,7730
0.43,Premium,F,VS2,59.8,58.0,968
0.9,Very Good,E,IF,63.9,55.0,7747
0.54,Very Good,G,VVS1,60.7,56.0,2123
0.5,Premium,E,SI1,61.4,59.0,1155
0.55,Ideal,G,IF,60.0,57.0,2440
1.07,Ideal,H,VS1,61.0,57.0,7440
0.55,Ideal,E,SI2,61.8,55.0,1273
0.62,Ideal,G,IF,61.8,56.0,2869
0.36,Very Good,D,VS2,62.4,58.0,780
1.2,Premium,J,VS2,60.8,60.0,4839
1.01,Fair,F,VS1,64.6,60.0,6366
1.01,Ideal,E,SI2,62.1,56.0,4434
0.5,Premium,F,VS1,62.0,58.0,1838
0.32,Very Good,D,VVS2,60.1,58.0,791
0.51,Ideal,E,SI2,61.3,61.0,1128
0.34,Good,H,SI1,63.3,56.0,490
0.34,Premium,H,VS2,59.0,59.0,689
0.78,Ideal,E,VS2,62.1,54.0,3159
0.34,Ideal,E,VS1,62.2,57.0,698
1.2,Premium,G,VS1,62.4,59.0,8056
0.9,Very Good,H,VS1,62.6,55.0,3964
1.02,Ideal,D,SI2,62.5,57.0,4044
0.55,Ideal,F,VS2,61.1,56.0,1819
1.07,Premium,G,SI1,61.6,58.0,5453
1.02,Ideal,G,VS1,62.0,55.0,6968
1.15,Very Good,D,SI2,63.5,58.0,4939
0.31,Very Good,F,VS1,62.0,56.0,675
1.09,Ideal,J,VS2,61.3,57.0,4131
0.38,Ideal,F,VVS2,62.1,54.6,1010
0.52,Very Good,G,VVS1,59.2,58.0,2045
0.9,Good,E,SI2,62.0,63.0,3218
0.34,Ideal,H,VS2,61.4,57.0,689
1.01,Premium,F,VS2,62.7,58.0,6097
1.0,Premium,F,VS2,62.5,54.0,6154
0.33,Ideal,F,VVS1,61.4,57.0,932
0.54,Premium,J,VS2,62.6,58.0,1042
0.71,Very Good,E,VS2,62.5,58.0,3344
1.0,Premium,F,VVS2,61.2,60.0,8400
0.44,Ideal,E,VVS1,61.4,55.0,1868
0.31,Ideal,F,VVS1,62.4,55.0,921
0.31,Ideal,F,IF,61.0,56.0,1168
1.53,Premium,D,SI1,61.6,58.0,10907
0.51,Premium,E,SI2,62.7,52.0,1205
0.31,Ideal,J,SI1,61.3,56.0,418
0.51,Very Good,I,SI1,62.5,58.0,1068
0.73,Ideal,D,SI1,61.4,57.0,2841
1.21,Ideal,H,VS2,62.9,55.0,7513
1.07,Ideal,I,VS1,62.0,53.0,5373
0.43,Ideal,E,VS1,63.0,55.0,1094
1.01,Good,H,SI1,60.1,61.0,5544
1.23,Ideal,I,SI1,62.0,57.0,5855
1.15,Very Good,E,SI2,60.0,59.0,5257
0.72,Very Good,J,SI2,60.1,58.0,1788
0.32,Ideal,G,VVS1,62.2,55.0,842
1.52,Ideal,I,VS1,62.4,57.0,10641
0.9,Premium,G,VS2,61.8,60.0,4386
1.0,Good,E,VVS1,64.1,62.0,7084
0.41,Very Good,D,VS1,63.4,56.0,991
0.93,Premium,J,VS1,60.3,58.0,3062
0.31,Very Good,G,SI1,61.5,59.0,462
0.39,Ideal,G,VVS2,61.6,56.6,952
0.3,Very Good,G,VVS1,63.5,57.0,1013
0.4,Premium,F,SI1,62.5,59.0,737
0.93,Very Good,J,VS2,61.1,59.0,3180
1.13,Fair,F,VS1,64.5,55.0,7335
1.2,Ideal,G,SI1,60.5,56.0,5996
0.72,Ideal,D,SI1,61.9,55.0,2903
1.51,Premium,H,SI1,61.5,58.0,8752
1.22,Very Good,I,VS2,63.3,57.0,5979
0.41,Ideal,D,VS2,61.6,55.0,1076
0.31,Ideal,H,IF,62.0,56.0,772
0.77,Premium,D,VS1,62.1,57.0,3644
0.31,Very Good,G,VS2,62.6,56.0,559
1.03,Ideal,E,SI1,62.2,57.0,5330
0.31,Very Good,G,VS2,61.0,56.0,544
0.3,Good,E,SI1,63.7,58.0,675
1.0,Ideal,G,VS1,62.9,57.0,6290
1.25,Ideal,H,SI2,61.6,55.0,6030
0.8,Ideal,H,SI2,62.4,57.0,2122
0.54,Very Good,F,SI1,63.0,60.0,1356
1.03,Very Good,F,VS2,63.4,62.0,6218
1.51,Ideal,J,VS1,61.9,56.0,8524
0.7,Very Good,H,VS1,59.5,60.0,2421
0.32,Premium,H,IF,61.8,58.0,763
0.4,Ideal,G,VVS1,61.4,55.0,1123
0.59,Premium,H,VVS2,62.3,55.0,1886
0.56,Ideal,E,VS2,60.7,57.0,1915
0.44,Ideal,I,VS1,61.1,56.0,807
1.35,Very Good,G,VS1,63.4,56.0,8256
0.75,Good,D,SI2,59.9,61.0,2541
0.72,Ideal,I,VVS1,61.3,57.0,2678
0.3,Ideal,G,VS2,61.8,56.0,507
0.32,Ideal,G,VVS1,61.8,56.0,1008
0.4,Ideal,J,VS1,62.2,54.0,633
0.5,Good,J,SI1,59.6,60.0,959
1.32,Premium,F,VS1,61.7,59.0,10977
1.0,Very Good,E,VS2,62.8,60.0,6600
1.0,Premium,F,SI2,61.5,59.0,4144
1.0,Premium,D,SI2,61.6,60.0,4758
1.29,Premium,J,VVS2,62.6,59.0,6356
0.3,Ideal,G,VVS2,62.0,57.0,878
0.44,Very Good,I,VS1,61.9,57.0,813
